taxonKey,vernacularName,language,source,sourceTaxonKey,preferred,country,area
5285090,pin à feuilles tombantes,fra,Catalogue of Life Checklist,175150493,NA,NA,NA
5285090,pin à feuilles étalées,fra,Catalogue of Life Checklist,175150493,NA,NA,NA
5285090,pinho-patula,por,GRIN Taxonomy,101401042,NA,NA,NA
5285090,pino colorado,,NCBI Taxonomy,103019334,NA,NA,NA
5285090,pino colorado,spa,GRIN Taxonomy,101401042,NA,NA,NA
5285090,pino triste,spa,Catalogue of Life Checklist,175150493,NA,NA,NA
5285090,pino triste,spa,Catalogue of Life Checklist,175150493,NA,NA,NA
5285090,treurden,afr,GRIN Taxonomy,101401042,NA,NA,NA
5285090,Jelecote Pine,eng,The IUCN Red List of Threatened Species,176755350,TRUE,NA,NA
5285090,Mexican Weeping Pine,eng,The IUCN Red List of Threatened Species,176755350,FALSE,NA,NA
5285090,Ocote,spa,The IUCN Red List of Threatened Species,176755350,FALSE,NA,NA
5285090,Pino Triste,spa,The IUCN Red List of Threatened Species,176755350,FALSE,NA,NA
5285090,Spreading-leaved Pine,eng,The IUCN Red List of Threatened Species,176755350,FALSE,NA,NA
5285090,Weeping Pine,eng,The IUCN Red List of Threatened Species,176755350,FALSE,NA,NA
5285079,Balkan pine,eng,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Balkan pine,,NCBI Taxonomy,103019561,NA,NA,NA
5285079,Balkan pine,eng,Integrated Taxonomic Information System (ITIS),102190642,NA,NA,NA
5285079,Balkan pine,eng,GRIN Taxonomy,101401108,NA,NA,NA
5285079,Balkanden,nld,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Balkanden,nld,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Balkáni selyemfenyo,hun,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Macedonian Pine,eng,DAISIE - Inventory of alien invasive species in Europe,159500162,NA,NA,NA
5285079,Macedonian pine,eng,GRIN Taxonomy,101401108,NA,NA,NA
5285079,Macedonian pine,eng,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Macedonian pine,eng,Integrated Taxonomic Information System (ITIS),102190642,NA,NA,NA
5285079,Mazedonische Kiefer,deu,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Pino dei Balcani,ita,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Pino di Macedonia,ita,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Rumelische Kiefer,deu,"Taxon list of vascular plants from Bavaria, Germany compiled in the context of the BFL project",116804134,NA,DE,NA
5285079,Rumelische Kiefer,deu,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Rumelische Kiefer,deu,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,Silke-fyr,dan,National checklist of all species occurring in Denmark,168572589,NA,DK,NA
5285079,balkanski borovac,,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,elov bor,,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,makedonia-matsu,,GRIN Taxonomy,101401108,NA,NA,NA
5285079,makedonisk tall,swe,GRIN Taxonomy,101401108,NA,NA,NA
5285079,molika,,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,mura,,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,pin de Macédoine,fra,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,pin de Macédoine,fra,GRIN Taxonomy,101401108,NA,NA,NA
5285079,pin de Molika,fra,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,pin des Balkans,fra,GRIN Taxonomy,101401108,NA,NA,NA
5285079,pin des Balkans,fra,Catalogue of Life Checklist,175150403,NA,NA,NA
5285079,pino di Macedonia,ita,GRIN Taxonomy,101401108,NA,NA,NA
5285079,rumelische Kiefer,deu,GRIN Taxonomy,101401108,NA,NA,NA
5285079,rumelische Strobe,deu,GRIN Taxonomy,101401108,NA,NA,NA
5285079,Balkan Pine,eng,The IUCN Red List of Threatened Species,176755405,TRUE,NA,NA
5285079,Macedonian Pine,eng,United Kingdom Species Inventory (UKSI),180133856,TRUE,NA,NA
5285079,makedonisk tall,swe,Dyntaxa. Svensk taxonomisk databas,160006061,TRUE,SE,NA
5285079,Arn I Bardhë,sqi,The IUCN Red List of Threatened Species,176755405,FALSE,NA,NA
5285079,Macedonian Pine,eng,The IUCN Red List of Threatened Species,176755405,FALSE,NA,NA
5285079,Molikë,sqi,The IUCN Red List of Threatened Species,176755405,FALSE,NA,NA
5285079,Pinwydden Macedonia,cym,United Kingdom Species Inventory (UKSI),180133856,FALSE,NA,NA
5285079,Pinwydden Macedonia,cym,United Kingdom Species Inventory (UKSI),180133856,FALSE,NA,NA
5285079,Rrobull I Bardhë,sqi,The IUCN Red List of Threatened Species,176755405,FALSE,NA,NA
5285565,Igelföhre,deu,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Igelkiefer,deu,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Maritime Pine,eng,DAISIE - Inventory of alien invasive species in Europe,159500160,NA,NA,NA
5285565,Maritime pine,eng,"Global Register of Introduced and Invasive Species - Hawaii, United States (ver.2.0, 2022)",205105219,NA,US,Hawaii
5285565,Maritime pine,eng,"Global Register of Introduced and Invasive Species - United States (Contiguous) (ver.2.0, 2022)",205112117,NA,US,conterminous 48 United States
5285565,Maritime pine,eng,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Meerkiefer,deu,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Parti fenyo,hun,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Pinastro,ita,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Pinastro,ita,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Pino da fastelli,ita,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Pino marittimo,ita,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Pino marittimo,ita,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Seeföhre,deu,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Seekiefer,deu,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Seestrand-Kiefer,deu,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Sternkiefer,deu,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Strand-Kiefer,deu,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Strandfuru,nor,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Strandkiefer,deu,GRIN Taxonomy,101400901,NA,NA,NA
5285565,Zeeden,nld,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Zeeden,nld,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,cluster pine,,NCBI Taxonomy,103019339,NA,NA,NA
5285565,cluster pine,eng,GRIN Taxonomy,101400901,NA,NA,NA
5285565,cluster pine,eng,Integrated Taxonomic Information System (ITIS),102190643,NA,NA,NA
5285565,cluster pine,,Global Invasive Species Database,100222805,NA,NA,NA
5285565,hai an song,,GRIN Taxonomy,101400901,NA,NA,NA
5285565,maritime pine,eng,GRIN Taxonomy,101400901,NA,NA,NA
5285565,maritime pine,,NCBI Taxonomy,103019339,NA,NA,NA
5285565,maritime pine,eng,Integrated Taxonomic Information System (ITIS),102190643,NA,NA,NA
5285565,maritime pine,,Global Invasive Species Database,100222805,NA,NA,NA
5285565,pin des Landes,fra,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pin maritime,fra,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pin-maritime,fra,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306857,NA,NA,NA
5285565,pinaster pine,eng,GRIN Taxonomy,101400901,NA,NA,NA
5285565,pinastre,fra,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pinastre,fra,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pinheiro-bravo,spa,DAISIE - Inventory of alien invasive species in Europe,159500160,NA,NA,NA
5285565,pinheiro-bravo,por,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pinheiro-bravo,por,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pinheiro-bravo,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306857,NA,PT,Portugal
5285565,pinheiro-marítimo,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306857,NA,NA,NA
5285565,pinheiro-marítimo,por,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pino gallego,spa,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pino marittimo,ita,GRIN Taxonomy,101400901,NA,NA,NA
5285565,pino marítimo,spa,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pino resinero,spa,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pino resinero,spa,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,pino-maritimo,spa,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306857,NA,NA,NA
5285565,primorski bor,,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,terpentintall,swe,GRIN Taxonomy,101400901,NA,NA,NA
5285565,trosden,afr,GRIN Taxonomy,101400901,NA,NA,NA
5285565,сосна приморская (sosna primorskaya),rus,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,海岸松 (hai an song),zho,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,海岸松 (hai an song),zho,Catalogue of Life Checklist,175150475,NA,NA,NA
5285565,Maritime Pine,eng,United Kingdom Species Inventory (UKSI),180133885,TRUE,NA,NA
5285565,Maritime Pine,eng,The IUCN Red List of Threatened Species,176755349,TRUE,NA,NA
5285565,Zeeden,nld,Checklist Dutch Species Register - Nederlands Soortenregister,152470566,TRUE,NA,NA
5285565,strandfuru,nno,NA,188626360,TRUE,NO,NA
5285565,strandfuru,nob,NA,188626360,TRUE,NO,NA
5285565,Atlantic Maritime Pine,eng,United Kingdom Species Inventory (UKSI),180133885,FALSE,NA,NA
5285565,Pin des landes,fra,The IUCN Red List of Threatened Species,176755349,FALSE,NA,NA
5285565,Pin maritime,fra,The IUCN Red List of Threatened Species,176755349,FALSE,NA,NA
5285565,Pinastre,fra,The IUCN Red List of Threatened Species,176755349,FALSE,NA,NA
5285565,Pinastro,ita,The IUCN Red List of Threatened Species,176755349,FALSE,NA,NA
5285565,Pinheiro-bravo,por,The IUCN Red List of Threatened Species,176755349,FALSE,NA,NA
5285565,Pino Gallego,spa,The IUCN Red List of Threatened Species,176755349,FALSE,NA,NA
5285565,Pino Marittimo,ita,The IUCN Red List of Threatened Species,176755349,FALSE,NA,NA
5285565,Pino Resinero,spa,The IUCN Red List of Threatened Species,176755349,FALSE,NA,NA
5285565,Pinwydd Arfor,cym,United Kingdom Species Inventory (UKSI),180133885,FALSE,NA,NA
5285565,Pinwydden Arfor,cym,United Kingdom Species Inventory (UKSI),180133885,FALSE,NA,NA
5285565,Pinwydden Arfor,cym,United Kingdom Species Inventory (UKSI),180133885,FALSE,NA,NA
5285165,Fistikçami,tur,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Italian stone pine,eng,GRIN Taxonomy,101400903,NA,NA,NA
5285165,Italian stone pine,eng,Integrated Taxonomic Information System (ITIS),102190644,NA,NA,NA
5285165,Italian stone pine,eng,"Global Register of Introduced and Invasive Species - United States (Contiguous) (ver.2.0, 2022)",205112141,NA,US,conterminous 48 United States
5285165,Italienische Steinkiefer,deu,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Mandulafenyo,hun,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Parasolden,nld,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Pin parassol,fra,DAISIE - Inventory of alien invasive species in Europe,159500157,NA,NA,NA
5285165,Pin pignon,fra,DAISIE - Inventory of alien invasive species in Europe,159500157,NA,NA,NA
5285165,Pinie,deu,GRIN Taxonomy,101400903,NA,NA,NA
5285165,Pinie,deu,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Pino a ombrello,ita,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Pino da pinoli,ita,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Pino da pinoli,ita,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Pino domestico,ita,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Pino domestico,ita,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Schirmkiefer,deu,GRIN Taxonomy,101400903,NA,NA,NA
5285165,Schirmkiefer,deu,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Stone pine,eng,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Umbrella pine,eng,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,parasol pine,,NCBI Taxonomy,103019347,NA,NA,NA
5285165,parasol pine,eng,GRIN Taxonomy,101400903,NA,NA,NA
5285165,pignolia-nut pine,eng,GRIN Taxonomy,101400903,NA,NA,NA
5285165,pignolia-nut pine,,NCBI Taxonomy,103019347,NA,NA,NA
5285165,pin parasol,fra,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pin parasol,fra,GRIN Taxonomy,101400903,NA,NA,NA
5285165,pin parasol,fra,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pin pignon,fra,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pin pignon,fra,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pin pignon,fra,GRIN Taxonomy,101400903,NA,NA,NA
5285165,pin pinier,fra,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pinheiro manso,por,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pinheiro manso,por,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pinheiro-da-itália,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306860,NA,NA,NA
5285165,pinheiro-de-pinhão,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306860,NA,NA,NA
5285165,pinheiro-guarda-sol,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306860,NA,NA,NA
5285165,pinheiro-litorâneo,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306860,NA,NA,NA
5285165,pinheiro-manso,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306860,NA,NA,NA
5285165,pinheiro-sombrinha,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306860,NA,NA,NA
5285165,pinhão,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306860,NA,NA,NA
5285165,pinija,,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pinj,,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pinje,swe,GRIN Taxonomy,101400903,NA,NA,NA
5285165,pino domestico,ita,GRIN Taxonomy,101400903,NA,NA,NA
5285165,pino manso,spa,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pino piñonero,spa,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pino piñonero,spa,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,pino real,spa,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,stone pine,,NCBI Taxonomy,103019347,NA,NA,NA
5285165,stone pine,eng,GRIN Taxonomy,101400903,NA,NA,NA
5285165,umbrella pine,eng,GRIN Taxonomy,101400903,NA,NA,NA
5285165,сосна пиния (sosna piniya),rus,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,意大利伞松 (yi da li san song),zho,Catalogue of Life Checklist,175150471,NA,NA,NA
5285165,Stone Pine,eng,The IUCN Red List of Threatened Species,176755348,TRUE,NA,NA
5285165,Stone Pine,eng,United Kingdom Species Inventory (UKSI),180133850,TRUE,NA,NA
5285165,pinje,nno,NA,188626359,TRUE,NO,NA
5285165,pinje,nob,NA,188626359,TRUE,NO,NA
5285165,Italian Stone Pine,eng,The IUCN Red List of Threatened Species,176755348,FALSE,NA,NA
5285165,Pin parasol,fra,The IUCN Red List of Threatened Species,176755348,FALSE,NA,NA
5285165,Pin pignon,fra,The IUCN Red List of Threatened Species,176755348,FALSE,NA,NA
5285165,Pinhero Manso,por,The IUCN Red List of Threatened Species,176755348,FALSE,NA,NA
5285165,Pino Domestico,ita,The IUCN Red List of Threatened Species,176755348,FALSE,NA,NA
5285165,Pino Piñonero,spa,The IUCN Red List of Threatened Species,176755348,FALSE,NA,NA
5285165,Pino da Pinoli,ita,The IUCN Red List of Threatened Species,176755348,FALSE,NA,NA
5285165,Umbrella Pine,eng,The IUCN Red List of Threatened Species,176755348,FALSE,NA,NA
5285053,Gelbkiefer,deu,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Gelbkiefer,deu,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Gelbkiefer,deu,GRIN Taxonomy,101401003,NA,NA,NA
5285053,Gele den,nld,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Goldkiefer,deu,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Goldkiefer,deu,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Gul fyr,dan,National checklist of all species occurring in Denmark,168572588,NA,DK,NA
5285053,Gullfuru,nor,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Nyugati sárgafenyo,hun,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Pacific ponderosa pine,,NCBI Taxonomy,103019349,NA,NA,NA
5285053,Pino dell' Arizona,ita,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Pino giallo,ita,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Pino giallo,ita,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Pino ponderoso,ita,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Pino ponderoso,ita,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Ponderosa pine,eng,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Western Yellow pine,eng,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Western Yellow-pine,eng,DAISIE - Inventory of alien invasive species in Europe,159500155,NA,NA,NA
5285053,Westerse gele den,nld,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,blackjack pine,eng,Integrated Taxonomic Information System (ITIS),102190645,NA,NA,NA
5285053,borovice težká,ces,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,bull pine,eng,Integrated Taxonomic Information System (ITIS),102190645,NA,NA,NA
5285053,pin jaune,fra,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,pin ponderosa,fra,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,pin à bois lourd,fra,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,pin à bois lourd,fra,GRIN Taxonomy,101401003,NA,NA,NA
5285053,pinabete,spa,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,pinabete,spa,Integrated Taxonomic Information System (ITIS),102190645,NA,NA,NA
5285053,pinabete,spa,GRIN Taxonomy,101401003,NA,NA,NA
5285053,pinheiro-branco-da-califórnia,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306828,NA,NA,NA
5285053,pinheiro-pesado,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306828,NA,NA,NA
5285053,pinheiro-vermelho,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306828,NA,NA,NA
5285053,pinho-amarelo,por,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306828,NA,NA,NA
5285053,pino amarillo,spa,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,pino giallo,ita,GRIN Taxonomy,101401003,NA,NA,NA
5285053,pino real,spa,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,pino real,spa,GRIN Taxonomy,101401003,NA,NA,NA
5285053,pitchpin à bois lourd,fra,GRIN Taxonomy,101401003,NA,NA,NA
5285053,ponderosa pine,eng,Integrated Taxonomic Information System (ITIS),102190645,NA,NA,NA
5285053,ponderosa pine,eng,GRIN Taxonomy,101401003,NA,NA,NA
5285053,rock pine,eng,Integrated Taxonomic Information System (ITIS),102190645,NA,NA,NA
5285053,western yellow pine,eng,GRIN Taxonomy,101401003,NA,NA,NA
5285053,western yellow pine,eng,Integrated Taxonomic Information System (ITIS),102190645,NA,NA,NA
5285053,xi huang song,,GRIN Taxonomy,101401003,NA,NA,NA
5285053,yellow pine,eng,GRIN Taxonomy,101401003,NA,NA,NA
5285053,yellow-pine,eng,Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,168306828,NA,NA,NA
5285053,žuti bor,,Catalogue of Life Checklist,171913599,NA,NA,NA
5285053,Ponderosa Pine,eng,The IUCN Red List of Threatened Species,176755362,TRUE,NA,NA
5285053,Western Yellow-pine,eng,United Kingdom Species Inventory (UKSI),180133790,TRUE,NA,NA
5285053,gullfuru,nno,NA,168083289,TRUE,NO,NA
5285053,gullfuru,nob,NA,168083289,TRUE,NO,NA
5285053,gultall,swe,Dyntaxa. Svensk taxonomisk databas,160006062,TRUE,SE,NA
5285053,pin ponderosa,fra,Database of Vascular Plants of Canada (VASCAN),100028879,TRUE,NA,NA
5285053,ponderosa pine,eng,Database of Vascular Plants of Canada (VASCAN),100028879,TRUE,NA,NA
5285053,Pinwydden Gochfrig,cym,United Kingdom Species Inventory (UKSI),180133790,FALSE,NA,NA
5285053,Pinwydden Gochfrig,cym,United Kingdom Species Inventory (UKSI),180133790,FALSE,NA,NA
5285053,Western Yellow Pine,eng,The IUCN Red List of Threatened Species,176755362,FALSE,NA,NA
5285053,Western Yellow-Pine,eng,United Kingdom Species Inventory (UKSI),180133790,FALSE,NA,NA
5285053,blackjack pine,eng,Database of Vascular Plants of Canada (VASCAN),100028879,FALSE,NA,NA
5285053,bull pine,eng,Database of Vascular Plants of Canada (VASCAN),100028879,FALSE,NA,NA
5285053,pin lourd,fra,Database of Vascular Plants of Canada (VASCAN),100028879,FALSE,NA,NA
5285053,pin à bois lourd,fra,Database of Vascular Plants of Canada (VASCAN),100028879,FALSE,NA,NA
5285053,western yellow pine,eng,Database of Vascular Plants of Canada (VASCAN),100028879,FALSE,NA,NA
5285053,yellow pine,eng,Database of Vascular Plants of Canada (VASCAN),100028879,FALSE,NA,NA
5285139,Hickory pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Hickory pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Prickly pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Prickly pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Stechkiefer,deu,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Stechkiefer,deu,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Stechkiefer,deu,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Stechkiefer,deu,GRIN Taxonomy,101401043,NA,NA,NA
5285139,Szúrósfenyo,hun,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Table Mountain pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Table Mountain pine,eng,Integrated Taxonomic Information System (ITIS),102190658,NA,NA,NA
5285139,Table Mountain pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Table Mountain pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Table Mountain pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,Table Mountain pine,eng,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,bodljikavi bor,,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,hickory pine,eng,GRIN Taxonomy,101401043,NA,NA,NA
5285139,hickory pine,eng,Integrated Taxonomic Information System (ITIS),102190658,NA,NA,NA
5285139,pin piquant,fra,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,prickley pine,eng,Integrated Taxonomic Information System (ITIS),102190658,NA,NA,NA
5285139,prickly pine,eng,GRIN Taxonomy,101401043,NA,NA,NA
5285139,table-mountain pine,eng,GRIN Taxonomy,101401043,NA,NA,NA
5285139,сосна колючая (sosna kolyuchaya),rus,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,辛松 (xin song),zho,Catalogue of Life Checklist,171913525,NA,NA,NA
5285139,풍겐스소나무,,Korean Peninsula Flora,124486092,NA,NA,NA
5285139,Table Mountain Pine,eng,The IUCN Red List of Threatened Species,176755361,TRUE,NA,NA
5285139,Hickory Pine,eng,The IUCN Red List of Threatened Species,176755361,FALSE,NA,NA
5285139,Prickly Pine,eng,The IUCN Red List of Threatened Species,176755361,FALSE,NA,NA
5285122,Nut pine,eng,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,Parry pine,eng,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,Parry pinyon,eng,GRIN Taxonomy,101401081,NA,NA,NA
5285122,Parry pinyon,eng,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,Parry pinyon,eng,Integrated Taxonomic Information System (ITIS),102190659,NA,NA,NA
5285122,Parry pinyon,eng,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,Parry pinyon,eng,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,Parry pinyon,eng,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,Parry pinyon pine,,NCBI Taxonomy,103019568,NA,NA,NA
5285122,four-needle pinyon,eng,Integrated Taxonomic Information System (ITIS),102190659,NA,NA,NA
5285122,nut pine,eng,Integrated Taxonomic Information System (ITIS),102190659,NA,NA,NA
5285122,pin à quatre aiguilles,fra,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,piñon,spa,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,piñon,spa,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,piñon de la Sierra de Juárez,spa,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,piñonero de cuatro hojas,spa,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,piñón,spa,GRIN Taxonomy,101401081,NA,NA,NA
5285122,piñón de California,spa,Integrated Taxonomic Information System (ITIS),102190659,NA,NA,NA
5285122,сосна четырёхлистная,rus,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,四针松 (si zhen song),zho,Catalogue of Life Checklist,171913507,NA,NA,NA
5285122,Parry Pinyon,eng,The IUCN Red List of Threatened Species,176755379,TRUE,NA,NA
5285122,Nut Pine,eng,The IUCN Red List of Threatened Species,176755379,FALSE,NA,NA
5285122,Piñon,spa,The IUCN Red List of Threatened Species,176755379,FALSE,NA,NA
5285727,Insignis pine,eng,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey Pine,eng,DAISIE - Inventory of alien invasive species in Europe,159500152,NA,NA,NA
5285727,Monterey pine,eng,Integrated Taxonomic Information System (ITIS),102190661,NA,NA,NA
5285727,Monterey pine,eng,GRIN Taxonomy,101401044,NA,NA,NA
5285727,Monterey pine,,NCBI Taxonomy,103019380,NA,NA,NA
5285727,Monterey pine,eng,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey pine,eng,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey pine,eng,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey pine,eng,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey pine,eng,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey pine,eng,"Global Register of Introduced and Invasive Species - Hawaii, United States (ver.2.0, 2022)",205105214,NA,US,Hawaii
5285727,Monterey-Kiefer,deu,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey-Kiefer,deu,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey-Kiefer,deu,Catalogue of Life Checklist,171913473,NA,NA,NA
5285727,Monterey-Kiefer,deu,GRIN Taxonomy,101401044,NA,NA,NA
